#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
     27        27      10       1899.73         47.07        957.20      1.35716     -1.20234     0.4920     0.8320     0.4920
     27        27      11       1913.62         47.07        921.47      1.61988     -0.97329     0.4420     0.8000     0.4420
     27        27      12       1926.33         47.07        892.15      1.88715     -0.77398     0.3200     0.7600     0.3200
     27        27      13       1872.15         47.07        891.29      1.55127     -0.29864     0.4580     0.6560     0.4580
     28        28       3       3043.23         12.07        213.67      0.30921      2.63728     0.7680     0.0820     0.0820
     28        28       4       3034.27         12.07        186.39      0.47416      3.06236     0.7260     0.0180     0.0180
     28        28       5       3026.23         12.07        163.22      0.58668      3.46371     0.7200     0.0080     0.0080
     28        28       6       3023.95         12.07        157.37      0.73802      3.74160     0.6320     0.0020     0.0020
     28        28       7       3023.60         12.07        157.67      0.89884      3.95968     0.6720     0.0000     0.0000
     28        28       8       3014.94         12.07        167.18      1.08397      4.08974     0.6280     0.0000     0.0000
     28        28       9       3010.92         12.07        198.42      1.32824      4.02149     0.5440     0.0000     0.0000
     28        28      10       3009.24         12.07        240.95      1.62026      3.82469     0.4660     0.0020     0.0020
     28        28      11       3008.15         12.07        255.98      1.86944      3.83637     0.3580     0.0000     0.0000
     28        28      12       3004.68         12.07        303.77      2.21447      3.53051     0.3340     0.0020     0.0020
     28        28      13       3002.12         12.07        324.47      2.51571      3.44803     0.2320     0.0000     0.0000
     29        29       3       2209.76        698.29        345.75      1.16828      2.16247     0.2140     0.1720     0.1720
     29        29       4       2395.62        698.29        308.97      1.74111      2.44768     0.1380     0.0760     0.0760
     29        29       5       2344.78        698.29        475.31      1.57229      1.62518     0.2440     0.1980     0.1980
     29        29       6       2184.39        698.29        441.11      1.78233      2.15988     0.1960     0.0860     0.0860
     29        29       7       2052.93        698.29        459.61      1.70297      2.16744     0.2300     0.0760     0.0760
     29        29       8       1949.07        698.29        426.65      1.80728      2.50364     0.2720     0.0420     0.0420
     29        29       9       1839.98        698.29        652.33      2.37580      1.32654     0.0840     0.2260     0.0840
     29        29      10       1862.67        698.29        766.49      2.01273      0.59305     0.2520     0.3960     0.2520
     29        29      11       1777.78        698.29        780.57      2.44147      0.51455     0.1180     0.4460     0.1180
     29        29      12       1709.63        698.29        750.54      2.67133      0.75552     0.1020     0.3340     0.1020
     29        29      13       1661.64        698.29        758.39      2.51712      0.71979     0.1240     0.3540     0.1240
     30        30       3       1494.20        135.58        346.75      0.33204      2.37190     0.7400     0.1420     0.1420
     30        30       4       1420.19        135.58        838.52      0.30499      0.33837     0.7820     0.5480     0.5480
     30        30       5       1360.16        135.58        905.29      0.16516      0.03320     0.8980     0.5640     0.5640
     30        30       6       1313.09        135.58        811.05      0.13146      0.79388     0.9320     0.3580     0.3580
     30        30       7       1360.84        135.58        785.02      0.41769      0.71523     0.7720     0.3900     0.3900
     30        30       8       1303.88        135.58        882.71      0.90801      0.48472     0.5640     0.4540     0.4540
     30        30       9       1304.14        135.58        921.75      1.37072      0.27949     0.3840     0.5140     0.3840
     30        30      10       1266.01        135.58        887.65      1.27827      0.49825     0.4500     0.4300     0.4300
     30        30      11       1220.42        135.58        846.82      1.43654      0.77455     0.3600     0.2980     0.2980
     30        30      12       1223.63        135.58        909.15      1.09374      0.39496     0.5460     0.4540     0.4540
     30        30      13       1213.05        135.58        890.22      0.95737      0.53522     0.6400     0.4040     0.4040
     31        31       3       3139.28        169.72        223.80      0.99943      2.58090     0.3440     0.1060     0.1060
     31        31       4       3034.80        169.72        182.95      1.26203      3.08337     0.3060     0.0240     0.0240
     31        31       5       2955.87        169.72        159.40      1.45641      3.48898     0.3000     0.0040     0.0040
     31        31       6       2932.16        169.72        181.96      1.78887      3.56802     0.2360     0.0020     0.0020
     31        31       7       2931.05        169.72        166.26      1.97715      3.89541     0.2260     0.0000     0.0000
     31        31       8       2954.96        169.72        402.93      1.63450      2.23606     0.4060     0.0660     0.0660
     31        31       9       2858.83        169.72        459.73      2.11135      1.87202     0.2120     0.1120     0.1120
     31        31      10       2851.64        169.72        458.44      2.03540      1.96103     0.2540     0.0660     0.0660
     31        31      11       2865.96        169.72        484.02      1.85183      1.80809     0.3960     0.1020     0.1020
     31        31      12       2818.09        169.72        507.51      2.23832      1.65506     0.2700     0.1280     0.1280
     31        31      13       2770.65        169.72        510.45      2.55822      1.68067     0.2380     0.1320     0.1320
     32        32       3       1047.85         38.22       1255.02      0.42627     -0.93189     0.6360     0.8200     0.6360
     32        32       4       1008.81         38.22       1029.48      0.62541     -0.08418     0.5700     0.6580     0.5700
     32        32       5        990.19         38.22        987.59      0.36179      0.09751     0.7060     0.5940     0.5940
